[2024-08-02 01:46:12.257] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.266] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_joint_q is NOT permitted
[2024-08-02 01:46:12.267] [airbot] [warning] current state is ERROR, set_target_end is NOT permitted
